class,concept,relation,relation_direction,weight
baby,archaic,HasContext,class -> concept,1.0
baby,cat,RelatedTo,class -> concept,1.0
baby,chick,RelatedTo,class -> concept,1.0
baby,babe,Synonym,concept -> class,1.0
baby,babe,RelatedTo,concept -> class,1.0
baby,animal,RelatedTo,class -> concept,1.0
baby,mother,RelatedTo,concept -> class,1.0
baby,young,RelatedTo,class -> concept,1.0
baby,newborn,RelatedTo,concept -> class,1.0
bear,animal,RelatedTo,class -> concept,10.50028571039855
bear,grizzly,RelatedTo,class -> concept,6.704625269170531
bear,polar,RelatedTo,class -> concept,5.016771870436207
bear,brown,RelatedTo,class -> concept,4.692547282660026
bear,mammal,RelatedTo,class -> concept,4.516635916254486
bear,large,RelatedTo,class -> concept,4.126015026632841
bear,mammal,IsA,class -> concept,3.4641016151377544
bear,claws,RelatedTo,class -> concept,3.1949960876345376
bear,furry,RelatedTo,class -> concept,2.988645178002902
bear,woods,RelatedTo,class -> concept,2.8502631457463714
bear,ursine,RelatedTo,class -> concept,2.6758176320519302
bear,fur,RelatedTo,class -> concept,2.589980694908748
bear,grizzly,RelatedTo,concept -> class,2.499599967994879
bear,hold,Synonym,concept -> class,2.0
bear,hold,Synonym,class -> concept,2.0
bear,hold,Synonym,class -> concept,2.0
bear,transport,MannerOf,class -> concept,2.0
bear,wild,RelatedTo,class -> concept,1.604
bear,cub,RelatedTo,class -> concept,1.157
bear,son,RelatedTo,concept -> class,1.0
bear,nautical,HasContext,class -> concept,1.0
bear,omnivore,IsA,class -> concept,1.0
bear,ursine,RelatedTo,concept -> class,1.0
bear,meadow,AtLocation,class -> concept,1.0
bear,military,HasContext,class -> concept,1.0
bear,slang,HasContext,class -> concept,1.0
bear,bull,RelatedTo,concept -> class,1.0
bear,cub,RelatedTo,concept -> class,1.0
bear,animal,IsA,class -> concept,1.0
bear,mammal,IsA,class -> concept,1.0
bear,ursine,RelatedTo,concept -> class,1.0
bear,claws,HasA,class -> concept,1.0
beaver,zoo,AtLocation,class -> concept,4.0
beaver,canada,AtLocation,class -> concept,3.4641016151377544
beaver,mammal,IsA,class -> concept,2.0
beaver,rodent,IsA,class -> concept,2.0
beaver,castor,Synonym,concept -> class,2.0
beaver,lodge,AtLocation,class -> concept,2.0
beaver,animal,IsA,class -> concept,2.0
beaver,beard,IsA,class -> concept,2.0
beaver,fur,IsA,class -> concept,2.0
beaver,dam,RelatedTo,class -> concept,1.515
beaver,animal,RelatedTo,class -> concept,1.124
beaver,rodent,IsA,class -> concept,1.0
beaver,rodent,RelatedTo,class -> concept,1.0
beaver,rodent,RelatedTo,concept -> class,1.0
beaver,slang,HasContext,class -> concept,1.0
beaver,fur,RelatedTo,class -> concept,1.0
beaver,dam,LocatedNear,class -> concept,1.0
beaver,castor,RelatedTo,concept -> class,1.0
beaver,colour,RelatedTo,class -> concept,1.0
beaver,lodge,RelatedTo,concept -> class,1.0
beaver,four legs,HasA,class -> concept,1.0
beaver,den,AtLocation,class -> concept,1.0
beaver,rodent,IsA,class -> concept,1.0
beaver,castor,RelatedTo,class -> concept,1.0
beaver,beard,RelatedTo,class -> concept,1.0
beaver,trap,AtLocation,class -> concept,1.0
beaver,wild,AtLocation,class -> concept,1.0
beaver,brown,RelatedTo,class -> concept,1.0
beaver,mammal,IsA,class -> concept,0.5
beaver,person,IsA,class -> concept,0.5
beaver,tail,RelatedTo,class -> concept,0.387
beaver,rodent,RelatedTo,class -> concept,0.306
beaver,water,RelatedTo,class -> concept,0.2109999999999998
beaver,flat,RelatedTo,class -> concept,0.173
beaver,female,RelatedTo,class -> concept,0.1680000000000001
beaver,furry,RelatedTo,class -> concept,0.1400000000000001
bed,sleeping,RelatedTo,class -> concept,14.61204982197912
bed,sleep,RelatedTo,class -> concept,12.53730433546223
bed,furniture,RelatedTo,class -> concept,10.91311138035345
bed,cat,AtLocation,concept -> class,9.38083151964686
bed,have sex,UsedFor,class -> concept,9.38083151964686
bed,mattress,RelatedTo,class -> concept,8.723989912878165
bed,place,RelatedTo,class -> concept,8.361817984146748
bed,dust bunny,AtLocation,concept -> class,7.211102550927979
bed,floor,AtLocation,concept -> class,6.32455532033676
bed,sleep,RelatedTo,concept -> class,5.039444413821825
bed,cot,RelatedTo,class -> concept,4.915689168366934
bed,place,IsA,class -> concept,4.47213595499958
bed,room,RelatedTo,concept -> class,3.9140771581561857
bed,room,RelatedTo,class -> concept,3.905892983685037
bed,nest,RelatedTo,concept -> class,3.766165158354052
bed,human,AtLocation,concept -> class,3.4641016151377544
bed,room,AtLocation,class -> concept,3.4641016151377544
bed,surface,RelatedTo,class -> concept,3.2199378875996967
bed,mattress,RelatedTo,concept -> class,2.968501305372797
bed,furniture,IsA,class -> concept,2.82842712474619
bed,flat,HasProperty,class -> concept,2.82842712474619
bed,legs,RelatedTo,class -> concept,2.5667099563448925
bed,garden,RelatedTo,concept -> class,2.389142105442872
bed,device,RelatedTo,class -> concept,2.2821042920953456
bed,cot,IsA,concept -> class,2.0
bed,person,RelatedTo,class -> concept,2.0
bed,sleep,UsedFor,class -> concept,2.0
bed,plant,MannerOf,class -> concept,2.0
bed,mattress,PartOf,concept -> class,2.0
bed,plant,RelatedTo,class -> concept,2.0
bed,hold,UsedFor,class -> concept,2.0
bed,surface,IsA,class -> concept,2.0
bed,four legs,RelatedTo,class -> concept,1.7000000000000002
bed,frame,RelatedTo,class -> concept,1.037
bed,frame,AtLocation,concept -> class,1.0
bed,plant,RelatedTo,concept -> class,1.0
bed,cot,IsA,concept -> class,1.0
bed,brat,RelatedTo,concept -> class,1.0
bed,way,RelatedTo,concept -> class,1.0
bed,furniture,RelatedTo,class -> concept,1.0
bed,channel,RelatedTo,concept -> class,1.0
bed,frame,PartOf,concept -> class,1.0
bed,sleep,RelatedTo,class -> concept,1.0
bed,wall,RelatedTo,class -> concept,1.0
bed,surface,RelatedTo,class -> concept,1.0
bee,meadow,AtLocation,class -> concept,5.291502622129181
bee,any garden,AtLocation,class -> concept,3.4641016151377544
bee,sky,AtLocation,class -> concept,2.82842712474619
bee,wax,RelatedTo,concept -> class,2.7291024165465103
bee,drone,IsA,concept -> class,2.0
bee,swarm,AtLocation,class -> concept,2.0
bee,andrena,IsA,concept -> class,2.0
bee,apiary,AtLocation,class -> concept,2.0
bee,insect,RelatedTo,class -> concept,1.838
bee,drone,RelatedTo,class -> concept,1.0
bee,insect,RelatedTo,class -> concept,1.0
bee,wasp,RelatedTo,concept -> class,1.0
bee,fly,RelatedTo,class -> concept,1.0
bee,nautical,HasContext,class -> concept,1.0
bee,coach,RelatedTo,class -> concept,1.0
bee,swarm,RelatedTo,concept -> class,1.0
bee,fly,CapableOf,class -> concept,1.0
bee,farm,AtLocation,class -> concept,1.0
bee,andrena,IsA,concept -> class,1.0
bee,apiary,RelatedTo,class -> concept,1.0
bee,drone,RelatedTo,concept -> class,1.0
bee,wax,RelatedTo,class -> concept,1.0
bee,your house,AtLocation,class -> concept,1.0
bee,nest,AtLocation,class -> concept,1.0
bee,insect,IsA,class -> concept,1.0
bee,wasp,RelatedTo,concept -> class,1.0
bee,flower,Desires,class -> concept,1.0
bee,wasp,RelatedTo,class -> concept,1.0
bee,apiary,RelatedTo,concept -> class,1.0
bee,shade,AtLocation,class -> concept,1.0
beetle,ladybug,IsA,concept -> class,2.0
beetle,mallet,Synonym,class -> concept,2.0
beetle,travel,MannerOf,class -> concept,2.0
beetle,weevil,IsA,concept -> class,2.0
beetle,beetling,Synonym,class -> concept,2.0
beetle,firefly,IsA,concept -> class,2.0
beetle,insect,IsA,class -> concept,2.0
beetle,insect,RelatedTo,concept -> class,1.34
beetle,bug,RelatedTo,class -> concept,1.166
beetle,ladybug,RelatedTo,concept -> class,1.0
beetle,mallet,RelatedTo,concept -> class,1.0
beetle,scaraboid,RelatedTo,concept -> class,1.0
beetle,machine,RelatedTo,class -> concept,1.0
beetle,bite,RelatedTo,concept -> class,1.0
beetle,scaraboid,RelatedTo,concept -> class,1.0
beetle,scurry,RelatedTo,class -> concept,1.0
beetle,beetling,RelatedTo,concept -> class,1.0
beetle,bug,Synonym,class -> concept,1.0
beetle,beetling,RelatedTo,concept -> class,1.0
beetle,scarab,RelatedTo,concept -> class,1.0
beetle,insect,RelatedTo,class -> concept,1.0
beetle,scarab,RelatedTo,class -> concept,1.0
beetle,weevil,RelatedTo,concept -> class,1.0
beetle,beetling,FormOf,concept -> class,1.0
beetle,firefly,RelatedTo,class -> concept,1.0
beetle,bite,DerivedFrom,class -> concept,1.0
beetle,ladybug,IsA,concept -> class,1.0
beetle,weevil,IsA,concept -> class,1.0
beetle,cotton,RelatedTo,class -> concept,1.0
beetle,insect,IsA,class -> concept,1.0
beetle,bug,Synonym,class -> concept,1.0
beetle,bug,Synonym,concept -> class,1.0
beetle,insect,IsA,class -> concept,1.0
beetle,grub,IsA,concept -> class,1.0
beetle,mallet,RelatedTo,class -> concept,1.0
beetle,firefly,RelatedTo,concept -> class,1.0
beetle,insect,IsA,class -> concept,0.5
bicycle,garage,AtLocation,class -> concept,7.483314773547882
bicycle,two wheels,HasA,class -> concept,6.6332495807108
bicycle,street,AtLocation,class -> concept,6.6332495807108
bicycle,chain,HasA,class -> concept,3.4641016151377544
bicycle,wheel,PartOf,concept -> class,3.4641016151377544
bicycle,ordinary,IsA,concept -> class,2.0
bicycle,kickstand,PartOf,concept -> class,2.0
bicycle,pedal,Synonym,concept -> class,2.0
bicycle,chain,PartOf,concept -> class,2.0
bicycle,cycle,Synonym,concept -> class,2.0
bicycle,handlebar,PartOf,concept -> class,2.0
bicycle,ride,MannerOf,class -> concept,2.0
bicycle,pedal,PartOf,concept -> class,2.0
bicycle,wheel,Synonym,concept -> class,2.0
bicycle,wheel,Synonym,concept -> class,2.0
bicycle,cycle,Synonym,concept -> class,2.0
bicycle,ride,UsedFor,class -> concept,2.0
bicycle,trail bike,IsA,concept -> class,1.0
bicycle,fish,NotDesires,concept -> class,1.0
bicycle,ordinary,IsA,concept -> class,1.0
bicycle,ordinary,RelatedTo,concept -> class,1.0
bicycle,travel,RelatedTo,class -> concept,1.0
bicycle,store,AtLocation,class -> concept,1.0
bicycle,cable,RelatedTo,class -> concept,1.0
bicycle,seat,RelatedTo,class -> concept,1.0
bicycle,cycle,RelatedTo,concept -> class,1.0
bicycle,exercise,RelatedTo,class -> concept,1.0
bicycle,wheel,IsA,concept -> class,1.0
bicycle,seat,IsA,concept -> class,1.0
bicycle,pedal,RelatedTo,concept -> class,1.0
bicycle,handlebar,RelatedTo,concept -> class,1.0
bicycle,salmon,RelatedTo,concept -> class,1.0
bicycle,vehicle,IsA,class -> concept,1.0
bicycle,vehicle,RelatedTo,class -> concept,1.0
bicycle,ride,RelatedTo,concept -> class,1.0
bicycle,chain,AtLocation,concept -> class,1.0
bicycle,cycle,Synonym,class -> concept,1.0
bicycle,kickstand,RelatedTo,concept -> class,1.0
bicycle,handlebar,IsA,concept -> class,1.0
bottle,water,AtLocation,concept -> class,4.0
bottle,beer,AtLocation,concept -> class,3.4641016151377544
bottle,container,IsA,class -> concept,2.82842712474619
bottle,liquid,RelatedTo,class -> concept,2.0
bottle,hold,UsedFor,class -> concept,2.0
bottle,flask,IsA,concept -> class,2.0
bottle,store,MannerOf,class -> concept,2.0
bottle,carboy,IsA,concept -> class,2.0
bottle,demijohn,IsA,concept -> class,2.0
bottle,carafe,IsA,concept -> class,2.0
bottle,vessel,IsA,class -> concept,2.0
bottle,neck,AtLocation,concept -> class,2.0
bottle,container,RelatedTo,class -> concept,1.46
bottle,drink,AtLocation,concept -> class,1.0
bottle,demijohn,RelatedTo,concept -> class,1.0
bottle,neck,RelatedTo,concept -> class,1.0
bottle,carboy,RelatedTo,concept -> class,1.0
bottle,bottling,FormOf,concept -> class,1.0
bottle,carafe,IsA,concept -> class,1.0
bottle,slang,HasContext,class -> concept,1.0
bottle,vessel,IsA,class -> concept,1.0
bottle,flask,Synonym,class -> concept,1.0
bottle,bottling,RelatedTo,concept -> class,1.0
bottle,bottling,DerivedFrom,concept -> class,1.0
bottle,liquid,HasA,class -> concept,1.0
bottle,vessel,IsA,class -> concept,1.0
bottle,store,AtLocation,class -> concept,1.0
bottle,flask,RelatedTo,class -> concept,1.0
bottle,drinking,HasPrerequisite,concept -> class,1.0
bottle,bottling,FormOf,concept -> class,1.0
bottle,vessel,RelatedTo,concept -> class,1.0
bottle,pop,RelatedTo,concept -> class,1.0
bottle,carafe,RelatedTo,concept -> class,1.0
bottle,building,RelatedTo,class -> concept,1.0
bowl,cupboard,AtLocation,class -> concept,7.211102550927979
bowl,soup,RelatedTo,concept -> class,4.0689064870060605
bowl,nest,RelatedTo,concept -> class,3.28146308831899
bowl,porringer,IsA,concept -> class,2.0
bowl,hold,UsedFor,class -> concept,2.0
bowl,dish,IsA,class -> concept,2.0
bowl,food,RelatedTo,class -> concept,2.0
bowl,stadium,Synonym,class -> concept,2.0
bowl,container,IsA,class -> concept,2.0
bowl,liquid,RelatedTo,class -> concept,2.0
bowl,soup,UsedFor,class -> concept,2.0
bowl,vessel,IsA,class -> concept,2.0
bowl,wheel,MannerOf,class -> concept,2.0
bowl,dish,RelatedTo,class -> concept,1.4370000000000005
bowl,soup,RelatedTo,class -> concept,1.0010000000000003
bowl,vessel,RelatedTo,concept -> class,1.0
bowl,porringer,RelatedTo,concept -> class,1.0
bowl,dish,RelatedTo,concept -> class,1.0
bowl,container,RelatedTo,class -> concept,1.0
bowl,over,RelatedTo,concept -> class,1.0
bowl,food,AtLocation,concept -> class,1.0
bowl,glass,MadeOf,class -> concept,1.0
bowl,stadium,RelatedTo,class -> concept,1.0
boy,child,RelatedTo,class -> concept,5.8763934517695455
boy,young,RelatedTo,class -> concept,5.429548784199292
boy,son,RelatedTo,concept -> class,4.138115513129134
boy,brother,RelatedTo,concept -> class,3.766696165076233
boy,person,RelatedTo,class -> concept,3.416430886173464
boy,gender,RelatedTo,class -> concept,3.231717809462949
boy,male child,RelatedTo,class -> concept,2.789982078795489
boy,small,RelatedTo,class -> concept,2.723967694375247
boy,human,RelatedTo,class -> concept,2.5565601890039678
boy,child,RelatedTo,concept -> class,2.543226297441892
boy,son,Synonym,class -> concept,2.0
boy,male child,Synonym,class -> concept,2.0
boy,son,Synonym,class -> concept,2.0
boy,child,IsA,class -> concept,1.0
boy,child,IsA,class -> concept,1.0
boy,brat,Synonym,class -> concept,1.0
boy,young,RelatedTo,class -> concept,1.0
boy,animal,RelatedTo,class -> concept,1.0
bridge,water,RelatedTo,class -> concept,5.727128425310542
bridge,crossing,RelatedTo,class -> concept,4.878524367060187
bridge,over,RelatedTo,class -> concept,4.825764188188229
bridge,river,AtLocation,concept -> class,4.47213595499958
bridge,river,RelatedTo,class -> concept,4.254879551761719
bridge,trolls,AtLocation,concept -> class,4.0
bridge,over water,RelatedTo,class -> concept,3.0417100453527777
bridge,river,AtLocation,class -> concept,2.82842712474619
bridge,beam,AtLocation,concept -> class,2.82842712474619
bridge,span,RelatedTo,class -> concept,2.709981549752692
bridge,structure,RelatedTo,class -> concept,2.1799082549501936
bridge,water,AtLocation,concept -> class,2.0
bridge,structure,IsA,class -> concept,2.0
bridge,preempt,HasContext,concept -> class,2.0
bridge,rock,AtLocation,concept -> class,2.0
bridge,contract,IsA,concept -> class,2.0
bridge,structure,IsA,class -> concept,2.0
bridge,span,Synonym,concept -> class,2.0
bridge,contract,PartOf,concept -> class,2.0
bridge,land,RelatedTo,class -> concept,1.217
bridge,call,RelatedTo,concept -> class,1.0
bridge,chess,RelatedTo,concept -> class,1.0
bridge,human,RelatedTo,class -> concept,1.0
bridge,over water,AtLocation,class -> concept,1.0
bridge,call,RelatedTo,concept -> class,1.0
bridge,span,RelatedTo,class -> concept,1.0
bridge,stream,AtLocation,concept -> class,1.0
bridge,computing,HasContext,class -> concept,1.0
bridge,preempt,HasContext,concept -> class,1.0
bridge,hip,RelatedTo,concept -> class,1.0
bridge,computer,RelatedTo,class -> concept,1.0
bridge,device,RelatedTo,class -> concept,1.0
bridge,england,RelatedTo,class -> concept,1.0
bridge,structure,IsA,class -> concept,1.0
bridge,preempt,RelatedTo,concept -> class,1.0
bridge,contract,HasContext,concept -> class,1.0
bridge,chain,RelatedTo,class -> concept,1.0
bridge,shade,AtLocation,concept -> class,1.0
bridge,span,RelatedTo,concept -> class,1.0
bus,human,AtLocation,concept -> class,4.0
bus,travel,UsedFor,class -> concept,2.82842712474619
bus,city,AtLocation,class -> concept,2.82842712474619
bus,transport,UsedFor,class -> concept,2.0
bus,transport,MannerOf,class -> concept,2.0
bus,jitney,Synonym,concept -> class,2.0
bus,coach,Synonym,concept -> class,2.0
bus,transport,UsedFor,class -> concept,2.0
bus,motorcoach,Synonym,concept -> class,2.0
bus,window,PartOf,concept -> class,2.0
bus,passenger,RelatedTo,class -> concept,2.0
bus,passenger,HasContext,concept -> class,2.0
bus,ride,MannerOf,class -> concept,2.0
bus,travel,RelatedTo,class -> concept,1.0
bus,motorcoach,Synonym,concept -> class,1.0
bus,street,AtLocation,class -> concept,1.0
bus,door,AtLocation,concept -> class,1.0
bus,slang,HasContext,class -> concept,1.0
bus,transport,RelatedTo,class -> concept,1.0
bus,city,AtLocation,concept -> class,1.0
bus,computer,AtLocation,class -> concept,1.0
bus,coach,RelatedTo,concept -> class,1.0
bus,transport,HasContext,class -> concept,1.0
bus,motor,RelatedTo,class -> concept,1.0
bus,transport,RelatedTo,class -> concept,1.0
bus,motorcoach,RelatedTo,concept -> class,1.0
bus,vehicle,RelatedTo,class -> concept,1.0
bus,jitney,RelatedTo,concept -> class,1.0
bus,windows,HasA,class -> concept,1.0
bus,floor,AtLocation,concept -> class,1.0
bus,garage,AtLocation,class -> concept,1.0
bus,transport,RelatedTo,concept -> class,0.972
butterfly,insect,IsA,class -> concept,4.898979485566356
butterfly,moth,RelatedTo,concept -> class,2.3849528297222147
butterfly,danaid,IsA,concept -> class,2.0
butterfly,ringlet,IsA,concept -> class,2.0
butterfly,nymphalid,IsA,concept -> class,2.0
butterfly,fly,CapableOf,class -> concept,2.0
butterfly,chat up,Synonym,class -> concept,2.0
butterfly,pierid,IsA,concept -> class,2.0
butterfly,cooking,HasContext,class -> concept,2.0
butterfly,unfold,MannerOf,class -> concept,2.0
butterfly,moth,RelatedTo,class -> concept,1.976
butterfly,insect,RelatedTo,class -> concept,1.427
butterfly,white,RelatedTo,concept -> class,1.0
butterfly,nymphalid,RelatedTo,concept -> class,1.0
butterfly,insect,RelatedTo,class -> concept,1.0
butterfly,ringlet,RelatedTo,concept -> class,1.0
butterfly,fly,RelatedTo,concept -> class,1.0
butterfly,moth,RelatedTo,concept -> class,1.0
butterfly,fly,DerivedFrom,class -> concept,1.0
butterfly,meadow,AtLocation,class -> concept,1.0
butterfly,blue,RelatedTo,concept -> class,1.0
butterfly,pierid,RelatedTo,concept -> class,1.0
butterfly,wall,RelatedTo,concept -> class,1.0
butterfly,insect,IsA,class -> concept,1.0
camel,animal,RelatedTo,class -> concept,2.4470390270692457
camel,desert,RelatedTo,class -> concept,1.785
camel,humps,RelatedTo,class -> concept,1.5059999999999998
camel,mammal,IsA,class -> concept,1.0
camel,dromedary,RelatedTo,concept -> class,1.0
camel,bray,RelatedTo,concept -> class,1.0
camel,dromedary,RelatedTo,class -> concept,1.0
camel,animal,IsA,class -> concept,1.0
camel,bray,RelatedTo,concept -> class,1.0
camel,vessel,RelatedTo,class -> concept,1.0
camel,oont,Synonym,class -> concept,1.0
camel,cama,DerivedFrom,concept -> class,1.0
camel,dromedary,IsA,concept -> class,1.0
camel,dromedary,IsA,concept -> class,1.0
camel,desert,RelatedTo,class -> concept,1.0
camel,england,RelatedTo,class -> concept,1.0
camel,oont,RelatedTo,concept -> class,1.0
camel,cama,RelatedTo,concept -> class,1.0
camel,bray,RelatedTo,class -> concept,1.0
camel,horse,RelatedTo,class -> concept,0.585
camel,horse,RelatedTo,concept -> class,0.536
camel,drink,RelatedTo,class -> concept,0.5
camel,mammal,IsA,class -> concept,0.5
camel,dromedary,RelatedTo,class -> concept,0.4830000000000001
camel,legs,RelatedTo,class -> concept,0.1760000000000001
camel,four legs,RelatedTo,class -> concept,0.1760000000000001
camel,dessert,RelatedTo,class -> concept,0.1680000000000001
camel,travel,RelatedTo,class -> concept,0.1280000000000001
camel,desert,RelatedTo,concept -> class,0.1189999999999997
camel,water,RelatedTo,class -> concept,0.1179999999999998
can,tin,RelatedTo,concept -> class,7.340572184782328
can,container,RelatedTo,class -> concept,5.846024290062435
can,tin,RelatedTo,class -> concept,4.24735211631906
can,soda,RelatedTo,class -> concept,3.6791303320214137
can,food,RelatedTo,class -> concept,3.402939905434711
can,soda,AtLocation,concept -> class,2.82842712474619
can,cupboard,AtLocation,class -> concept,2.82842712474619
can,drink,AtLocation,concept -> class,2.82842712474619
can,able,RelatedTo,class -> concept,2.250333308645633
can,able,RelatedTo,concept -> class,2.048414020651099
can,food,AtLocation,concept -> class,2.0
can,could,RelatedTo,concept -> class,2.0
can,container,IsA,class -> concept,2.0
can,tin,Synonym,concept -> class,2.0
can,beer,AtLocation,concept -> class,2.0
can,soup,AtLocation,concept -> class,2.0
can,tin,Synonym,concept -> class,2.0
can,cooking,HasContext,class -> concept,2.0
can,tin,Synonym,concept -> class,2.0
can,could,RelatedTo,concept -> class,1.989
can,soup,RelatedTo,class -> concept,1.367
can,may,RelatedTo,concept -> class,1.1150000000000002
can,may,Synonym,class -> concept,1.0
can,soda,UsedFor,class -> concept,1.0
can,tin,Synonym,class -> concept,1.0
can,may,SimilarTo,class -> concept,1.0
can,vessel,RelatedTo,class -> concept,1.0
can,water,AtLocation,concept -> class,1.0
can,tin,Synonym,class -> concept,1.0
can,food,UsedFor,class -> concept,1.0
can,nautical,HasContext,class -> concept,1.0
can,beer,UsedFor,class -> concept,1.0
can,could,FormOf,concept -> class,1.0
can,drink,RelatedTo,class -> concept,1.0
can,could,FormOf,concept -> class,1.0
can,slang,HasContext,class -> concept,1.0
can,may,RelatedTo,class -> concept,1.0
can,liquid,AtLocation,concept -> class,1.0
can,may,Synonym,concept -> class,1.0
castle,building,RelatedTo,class -> concept,3.965854258542541
castle,kings,RelatedTo,class -> concept,3.313004678535785
castle,moat,RelatedTo,class -> concept,3.282072515956953
castle,palace,RelatedTo,class -> concept,3.1247399891831
castle,home,RelatedTo,class -> concept,3.078311225331188
castle,king,AtLocation,concept -> class,2.82842712474619
castle,moat,RelatedTo,concept -> class,2.652545946821657
castle,england,AtLocation,class -> concept,2.0
castle,keep,PartOf,concept -> class,2.0
castle,chess,HasContext,class -> concept,2.0
castle,castling,Synonym,concept -> class,2.0
castle,tower,AtLocation,concept -> class,2.0
castle,chess,HasContext,class -> concept,2.0
castle,rook,Synonym,concept -> class,2.0
castle,palace,Synonym,class -> concept,2.0
castle,king,RelatedTo,class -> concept,1.519
castle,rook,AtLocation,concept -> class,1.0
castle,chess,HasContext,class -> concept,1.0
castle,peel,RelatedTo,concept -> class,1.0
castle,keep,IsA,concept -> class,1.0
castle,tower,RelatedTo,class -> concept,1.0
castle,keep,RelatedTo,concept -> class,1.0
castle,castling,RelatedTo,concept -> class,1.0
castle,castling,RelatedTo,class -> concept,1.0
castle,rook,RelatedTo,class -> concept,1.0
castle,rook,RelatedTo,class -> concept,1.0
castle,keep,RelatedTo,class -> concept,1.0
castle,castling,RelatedTo,class -> concept,1.0
castle,chess,HasContext,class -> concept,1.0
castle,cellar,AtLocation,concept -> class,1.0
castle,king,RelatedTo,class -> concept,1.0
castle,rook,Synonym,concept -> class,1.0
castle,rook,Synonym,class -> concept,1.0
castle,home,IsA,class -> concept,1.0
castle,castling,RelatedTo,concept -> class,1.0
castle,rook,Synonym,concept -> class,1.0
castle,king,RelatedTo,class -> concept,1.0
castle,castling,RelatedTo,concept -> class,1.0
castle,castling,DerivedFrom,concept -> class,1.0
castle,castling,FormOf,concept -> class,1.0
castle,kings,UsedFor,class -> concept,1.0
castle,may,RelatedTo,class -> concept,1.0
castle,chess,RelatedTo,class -> concept,1.0
castle,way,RelatedTo,class -> concept,1.0
castle,building,RelatedTo,class -> concept,1.0
castle,king,RelatedTo,concept -> class,0.7730000000000001
castle,large,RelatedTo,class -> concept,0.6150000000000002
castle,tower,RelatedTo,concept -> class,0.5720000000000001
castle,structure,RelatedTo,class -> concept,0.54
castle,keep,RelatedTo,concept -> class,0.532
castle,palace,RelatedTo,concept -> class,0.5030000000000001
castle,sand,RelatedTo,class -> concept,0.4239999999999999
castle,sand,RelatedTo,concept -> class,0.3970000000000002
castle,tower,RelatedTo,class -> concept,0.3900000000000001
castle,rock,RelatedTo,class -> concept,0.3660000000000001
castle,england,RelatedTo,class -> concept,0.3540000000000001
castle,giant,RelatedTo,class -> concept,0.254
caterpillar,webworm,IsA,concept -> class,2.0
caterpillar,cankerworm,IsA,concept -> class,2.0
caterpillar,corn borer,IsA,concept -> class,2.0
caterpillar,silkworm,IsA,concept -> class,2.0
caterpillar,cutworm,IsA,concept -> class,2.0
caterpillar,larva,IsA,class -> concept,2.0
caterpillar,moth,RelatedTo,concept -> class,1.1550000000000002
caterpillar,larva,RelatedTo,class -> concept,1.0
caterpillar,bulldozer,Synonym,concept -> class,1.0
caterpillar,pillar,RelatedTo,concept -> class,1.0
caterpillar,moth,RelatedTo,class -> concept,1.0
caterpillar,cankerworm,RelatedTo,concept -> class,1.0
